rank	score	word	letters	syllables	zipf	flags
2130	-1.16	pirog	5	2	1.04	not-in-dict
2131	-1.16	pizzuto	7	3	1.04	not-in-dict
2132	-1.16	pluta	5	2	1.04	not-in-dict
2133	-1.16	policed	7	2	2.54	not-in-dict,inflected
2134	-1.16	pricked	7	1	2.54	not-in-dict,inflected
2135	-1.16	priem	5	1	1.04	not-in-dict
2136	-1.16	probasco	8	3	1.04	not-in-dict
2137	-1.17	palomba	7	3	1.03	not-in-dict
2138	-1.17	pantalone	9	3	1.33	not-in-dict
2139	-1.17	parlow	6	2	1.03	not-in-dict
2140	-1.17	parodied	8	3	2.53	not-in-dict,inflected
2141	-1.17	paugh	5	1	1.03	not-in-dict
2142	-1.17	peeves	6	1	2.53	not-in-dict,inflected
2143	-1.17	pelphrey	8	2	1.03	not-in-dict
2144	-1.17	pelted	6	2	2.53	not-in-dict,inflected
2145	-1.17	penetrates	10	3	2.83	not-in-dict,inflected
2146	-1.17	pervades	8	2	2.53	not-in-dict,inflected
2147	-1.17	peschke	7	1	1.03	not-in-dict
2148	-1.17	pewabic	7	3	1.03	not-in-dict
2149	-1.17	piercey	7	2	1.03	not-in-dict
2150	-1.17	pieroni	7	3	1.03	not-in-dict
2151	-1.17	pivoted	7	3	2.53	not-in-dict,inflected
2152	-1.17	prided	6	2	2.53	not-in-dict,inflected
2153	-1.17	privatized	10	3	2.83	not-in-dict,inflected
2154	-1.17	prudente	8	2	1.03	not-in-dict
2155	-1.17	purer	5	2	2.53	not-in-dict,inflected
2156	-1.18	paign	5	1	1.02	not-in-dict
2157	-1.18	panamsat	8	3	1.02	not-in-dict
2158	-1.18	panaro	6	3	1.02	not-in-dict
2159	-1.18	panora	6	3	1.02	not-in-dict
2160	-1.18	paredes	7	3	2.52	not-in-dict,inflected
2161	-1.18	parrillo	8	3	1.02	not-in-dict
2162	-1.18	passow	6	2	1.02	not-in-dict
2163	-1.18	penner	6	2	2.52	not-in-dict,inflected
2164	-1.18	phonemes	8	2	2.52	not-in-dict,inflected
2165	-1.18	pierini	7	3	1.02	not-in-dict
2166	-1.18	pinkley	7	2	1.02	not-in-dict
2167	-1.18	pirkle	6	2	1.02	not-in-dict
2168	-1.18	prahl	5	1	1.02	not-in-dict
2169	-1.18	prehn	5	1	1.02	not-in-dict
2170	-1.19	parmele	7	3	1.01	not-in-dict
2171	-1.19	pavements	9	2	2.81	not-in-dict,inflected
2172	-1.19	phillippi	9	3	1.31	not-in-dict
2173	-1.19	pilgram	7	2	1.01	not-in-dict
2174	-1.19	plasencia	9	3	1.31	not-in-dict
2175	-1.19	podiums	7	3	2.51	not-in-dict,inflected
2176	-1.19	prefaced	8	2	2.51	not-in-dict,inflected
2177	-1.19	priess	6	1	1.01	not-in-dict
2178	-1.19	puopolo	7	3	1.01	not-in-dict
2179	-1.19	puthoff	7	2	1.01	not-in-dict
2180	-1.2	palisades	9	3	2.8	not-in-dict,inflected
2181	-1.2	paraglide	9	3	1.3	not-in-dict
2182	-1.2	paves	5	1	2.5	not-in-dict,inflected
2183	-1.2	pedaling	8	2	2.5	not-in-dict,inflected
2184	-1.2	petrus	6	2	2.5	not-in-dict,inflected
2185	-1.2	pomerance	9	3	1.3	not-in-dict
2186	-1.2	portrayals	10	3	2.8	not-in-dict,inflected
2187	-1.2	preys	5	1	2.5	not-in-dict,inflected
2188	-1.21	pastes	6	1	2.49	not-in-dict,inflected
2189	-1.21	perrier	7	3	2.49	not-in-dict,inflected
2190	-1.21	pogroms	7	2	2.49	not-in-dict,inflected
2191	-1.21	premiering	10	3	2.79	not-in-dict,inflected
2192	-1.22	peddled	7	2	2.48	not-in-dict,inflected
2193	-1.22	pissing	7	2	3.58	vulgar,inflected
2194	-1.22	plazas	6	2	2.48	not-in-dict,inflected
2195	-1.22	purples	7	2	2.48	not-in-dict,inflected
2196	-1.23	plascencia	10	3	1.27	not-in-dict
2197	-1.23	pounders	8	2	2.47	not-in-dict,inflected
2198	-1.24	pipers	6	2	2.46	not-in-dict,inflected
2199	-1.24	poehler	7	2	2.46	not-in-dict,inflected
2200	-1.24	prelates	8	2	2.46	not-in-dict,inflected
2201	-1.24	privacies	9	3	1.26	not-in-dict
2202	-1.25	papas	5	2	2.45	not-in-dict,inflected
2203	-1.25	pitying	7	3	2.45	not-in-dict,inflected
2204	-1.25	pluses	6	2	2.45	not-in-dict,inflected
2205	-1.25	poodles	7	2	2.45	not-in-dict,inflected
2206	-1.25	putts	5	1	2.45	not-in-dict,inflected
2207	-1.26	peddlers	8	2	2.44	not-in-dict,inflected
2208	-1.26	ploughs	7	1	2.44	not-in-dict,inflected
2209	-1.26	possums	7	2	2.44	not-in-dict,inflected
2210	-1.26	pressboard	10	2	1.24	not-in-dict
2211	-1.26	pridemore	9	2	1.24	not-in-dict
2212	-1.26	prochazka	9	3	1.24	not-in-dict
2213	-1.27	petted	6	2	2.43	not-in-dict,inflected
2214	-1.27	planed	6	1	2.43	not-in-dict,inflected
2215	-1.27	putterman	9	3	1.23	not-in-dict
2216	-1.28	patios	6	3	2.42	not-in-dict,inflected
2217	-1.28	pendarvis	9	3	1.22	not-in-dict
2218	-1.28	pettijohn	9	3	1.22	not-in-dict
2219	-1.28	plummets	8	2	2.42	not-in-dict,inflected
2220	-1.28	poring	6	2	2.42	not-in-dict,inflected
2221	-1.28	prescribes	10	2	2.72	not-in-dict,inflected
2222	-1.29	parkerson	9	3	1.21	not-in-dict
2223	-1.29	parramore	9	3	1.21	not-in-dict
2224	-1.29	pavilions	9	3	2.71	not-in-dict,inflected
2225	-1.29	pawned	6	1	2.41	not-in-dict,inflected
2226	-1.29	premised	8	2	2.41	not-in-dict,inflected
2227	-1.29	prestwood	9	2	1.21	not-in-dict
2228	-1.29	pronovost	9	3	1.21	not-in-dict
2229	-1.3	pennywell	9	3	1.2	not-in-dict
2230	-1.3	prolongs	8	2	2.4	not-in-dict,inflected
2231	-1.3	purrs	5	1	2.4	not-in-dict,inflected
2232	-1.31	perked	6	1	2.39	not-in-dict,inflected
2233	-1.31	pottenger	9	3	1.19	not-in-dict
2234	-1.31	proglacial	10	3	1.19	not-in-dict
2235	-1.32	parkers	7	2	2.38	not-in-dict,inflected
2236	-1.32	plummeting	10	3	2.68	not-in-dict,inflected
2237	-1.32	precluded	9	3	2.68	not-in-dict,inflected
2238	-1.32	pris	4	1	2.38	not-in-dict,inflected
2239	-1.33	pleats	6	1	2.37	not-in-dict,inflected
2240	-1.33	prefered	8	2	2.37	not-in-dict,inflected
2241	-1.34	pastas	6	2	2.36	not-in-dict,inflected
2242	-1.34	perjured	8	2	2.36	not-in-dict,inflected
2243	-1.34	precludes	9	2	2.66	not-in-dict,inflected
2244	-1.36	puffins	7	2	2.34	not-in-dict,inflected
2245	-1.37	persevered	10	3	2.63	not-in-dict,inflected
2246	-1.37	pheasants	9	2	2.63	not-in-dict,inflected
2247	-1.37	plas	4	1	2.33	not-in-dict,inflected
2248	-1.37	plasters	8	2	2.33	not-in-dict,inflected
2249	-1.37	posluszny	9	3	1.13	not-in-dict
2250	-1.37	prods	5	1	2.33	not-in-dict,inflected
2251	-1.38	pearlstine	10	2	1.12	not-in-dict
2252	-1.38	plaines	7	1	2.32	not-in-dict,inflected
2253	-1.38	punctures	9	2	2.62	not-in-dict,inflected
2254	-1.39	papenfuss	9	3	1.11	not-in-dict
2255	-1.39	paupers	7	2	2.31	not-in-dict,inflected
2256	-1.41	patricks	8	2	2.29	not-in-dict,inflected
2257	-1.41	pervaded	8	3	2.29	not-in-dict,inflected
2258	-1.41	pesetas	7	3	2.29	not-in-dict,inflected
2259	-1.41	pfingsten	9	2	1.09	not-in-dict
2260	-1.41	pollsters	9	2	2.59	not-in-dict,inflected
2261	-1.41	populists	9	3	2.59	not-in-dict,inflected
2262	-1.41	practises	9	3	2.59	not-in-dict,inflected
2263	-1.41	protectee	9	3	1.09	not-in-dict
2264	-1.42	pfleiderer	10	3	1.08	not-in-dict
2265	-1.42	pickerell	9	3	1.08	not-in-dict
2266	-1.42	picketing	9	3	2.58	not-in-dict,inflected
2267	-1.42	porsches	8	2	2.28	not-in-dict,inflected
2268	-1.43	padlocks	8	2	2.27	not-in-dict,inflected
2269	-1.43	partenope	9	3	1.07	not-in-dict
2270	-1.43	pingleton	9	3	1.07	not-in-dict
2271	-1.43	pols	4	1	2.27	not-in-dict,inflected
2272	-1.43	ponchos	7	2	2.27	not-in-dict,inflected
2273	-1.43	prorated	8	3	2.27	not-in-dict,inflected
2274	-1.43	pulsipher	9	3	1.07	not-in-dict
2275	-1.44	pagers	6	2	2.26	not-in-dict,inflected
2276	-1.44	pawing	6	2	2.26	not-in-dict,inflected
2277	-1.44	personals	9	3	2.56	not-in-dict,inflected
2278	-1.44	perused	7	2	2.26	not-in-dict,inflected
2279	-1.44	poznanski	9	3	1.06	not-in-dict
2280	-1.44	professes	9	3	2.56	not-in-dict,inflected
2281	-1.45	picketed	8	3	2.25	not-in-dict,inflected
2282	-1.46	persuades	9	2	2.54	not-in-dict,inflected
2283	-1.46	plumbed	7	1	2.24	not-in-dict,inflected
2284	-1.46	polluters	9	3	2.54	not-in-dict,inflected
2285	-1.47	pontbriand	10	3	1.03	not-in-dict
2286	-1.47	purveyors	9	3	2.53	not-in-dict,inflected
2287	-1.48	platts	6	1	2.22	not-in-dict,inflected
2288	-1.48	plurals	7	2	2.22	not-in-dict,inflected
2289	-1.48	poplawski	9	3	1.02	not-in-dict
2290	-1.48	prospers	8	2	2.22	not-in-dict,inflected
2291	-1.49	percents	8	2	2.21	not-in-dict,inflected
2292	-1.49	pocketing	9	3	2.51	not-in-dict,inflected
2293	-1.49	pouncing	8	2	2.21	not-in-dict,inflected
2294	-1.5	placebos	8	3	2.2	not-in-dict,inflected
2295	-1.5	plainer	7	2	2.2	not-in-dict,inflected
2296	-1.5	pored	5	1	2.2	not-in-dict,inflected
2297	-1.5	pursed	6	1	2.2	not-in-dict,inflected
2298	-1.51	paroles	7	2	2.19	not-in-dict,inflected
2299	-1.51	pinpointed	10	3	2.49	not-in-dict,inflected
2300	-1.51	pitchforks	10	2	2.49	not-in-dict,inflected
2301	-1.51	pukes	5	1	2.19	not-in-dict,inflected
2302	-1.52	poconos	7	3	2.18	not-in-dict,inflected
2303	-1.52	psyches	7	2	2.18	not-in-dict,inflected
2304	-1.52	putters	7	2	2.18	not-in-dict,inflected
2305	-1.53	pares	5	1	2.17	not-in-dict,inflected
2306	-1.53	parolees	8	3	2.17	not-in-dict,inflected
2307	-1.53	petros	6	2	2.17	not-in-dict,inflected
2308	-1.53	pollutes	8	2	2.17	not-in-dict,inflected
2309	-1.53	presaged	8	2	2.17	not-in-dict,inflected
2310	-1.54	pilings	7	2	2.16	not-in-dict,inflected
2311	-1.55	pails	5	1	2.15	not-in-dict,inflected
2312	-1.55	pulpits	7	2	2.15	not-in-dict,inflected
2313	-1.56	parcells	8	2	2.14	not-in-dict,inflected
2314	-1.56	parkas	6	2	2.14	not-in-dict,inflected
2315	-1.56	pedestals	9	3	2.44	not-in-dict,inflected
2316	-1.56	publicists	10	3	2.44	not-in-dict,inflected
2317	-1.57	physicals	9	3	2.43	not-in-dict,inflected
2318	-1.57	portents	8	2	2.13	not-in-dict,inflected
2319	-1.58	pardoning	9	3	2.42	not-in-dict,inflected
2320	-1.58	pariahs	7	3	2.12	not-in-dict,inflected
2321	-1.58	petites	7	2	2.12	not-in-dict,inflected
2322	-1.58	pilfered	8	2	2.12	not-in-dict,inflected
2323	-1.58	pooches	7	2	2.12	not-in-dict,inflected
2324	-1.58	postmarked	10	2	2.42	not-in-dict,inflected
2325	-1.59	plaited	7	2	2.11	not-in-dict,inflected
2326	-1.6	patenting	9	3	2.4	not-in-dict,inflected
2327	-1.6	pleadings	9	2	2.4	not-in-dict,inflected
2328	-1.6	plumped	7	1	2.1	not-in-dict,inflected
2329	-1.6	pouted	6	2	2.1	not-in-dict,inflected
2330	-1.6	predicates	10	3	2.4	not-in-dict,inflected
2331	-1.6	presences	9	3	2.4	not-in-dict,inflected
2332	-1.61	pieters	7	2	2.09	not-in-dict,inflected
2333	-1.61	plovers	7	2	2.09	not-in-dict,inflected
2334	-1.61	portends	8	2	2.09	not-in-dict,inflected
2335	-1.62	parlayed	8	2	2.08	not-in-dict,inflected
2336	-1.62	peddles	7	2	2.08	not-in-dict,inflected
2337	-1.62	poors	5	1	2.08	not-in-dict,inflected
2338	-1.62	porpoises	9	3	2.38	not-in-dict,inflected
2339	-1.62	pretties	8	2	2.08	not-in-dict,inflected
2340	-1.63	pickler	7	2	2.07	not-in-dict,inflected
2341	-1.64	petunias	8	3	2.06	not-in-dict,inflected
2342	-1.64	postpones	9	2	2.36	not-in-dict,inflected
2343	-1.64	pouts	5	1	2.06	not-in-dict,inflected
2344	-1.65	preempted	9	3	2.35	not-in-dict,inflected
2345	-1.66	pertained	9	2	2.34	not-in-dict,inflected
2346	-1.67	pedigrees	9	3	2.33	not-in-dict,inflected
2347	-1.67	pervading	9	3	2.33	not-in-dict,inflected
2348	-1.68	printouts	9	2	2.32	not-in-dict,inflected
2349	-1.69	parsers	7	2	2.01	not-in-dict,inflected
2350	-1.69	perverting	10	3	2.31	not-in-dict,inflected
2351	-1.69	philipps	8	2	2.01	not-in-dict,inflected
2352	-1.69	plunked	7	1	2.01	not-in-dict,inflected
2353	-1.7	perishing	9	3	2.3	not-in-dict,inflected
2354	-1.7	pilasters	9	3	2.3	not-in-dict,inflected
2355	-1.7	putted	6	2	2.0	not-in-dict,inflected
2356	-1.72	pedicures	9	3	2.28	not-in-dict,inflected
2357	-1.73	parkins	7	2	1.97	not-in-dict,inflected
2358	-1.73	pedaled	7	2	1.97	not-in-dict,inflected
2359	-1.73	piggly	6	2	1.97	not-in-dict,inflected
2360	-1.73	pompoms	7	2	1.97	not-in-dict,inflected
2361	-1.73	proctors	8	2	1.97	not-in-dict,inflected
2362	-1.75	pedants	7	2	1.95	not-in-dict,inflected
2363	-1.75	portales	8	3	1.95	not-in-dict,inflected
2364	-1.75	potshots	8	2	1.95	not-in-dict,inflected
2365	-1.75	printings	9	2	2.25	not-in-dict,inflected
2366	-1.75	proteges	8	3	1.95	not-in-dict,inflected
2367	-1.76	penns	5	1	1.94	not-in-dict,inflected
2368	-1.76	percs	5	1	1.94	not-in-dict,inflected
2369	-1.76	pipettes	8	2	1.94	not-in-dict,inflected
2370	-1.77	panted	6	2	1.93	not-in-dict,inflected
2371	-1.77	pearling	8	2	1.93	not-in-dict,inflected
2372	-1.77	perls	5	1	1.93	not-in-dict,inflected
2373	-1.77	pinholes	8	2	1.93	not-in-dict,inflected
2374	-1.77	pinpoints	9	2	2.23	not-in-dict,inflected
2375	-1.78	pitzer	6	2	1.92	not-in-dict,inflected
2376	-1.78	presages	8	3	1.92	not-in-dict,inflected
2377	-1.79	pilfering	9	3	2.21	not-in-dict,inflected
2378	-1.79	plebeians	9	3	2.21	not-in-dict,inflected
2379	-1.79	pressly	7	2	1.91	not-in-dict,inflected
2380	-1.8	parakeets	9	3	2.2	not-in-dict,inflected
2381	-1.8	poitras	7	2	1.9	not-in-dict,inflected
2382	-1.8	pollens	7	2	1.9	not-in-dict,inflected
2383	-1.8	pulping	7	2	1.9	not-in-dict,inflected
2384	-1.8	pummeling	9	3	2.2	not-in-dict,inflected
2385	-1.82	phalanges	9	3	2.18	not-in-dict,inflected
2386	-1.83	precluding	10	3	2.17	not-in-dict,inflected
2387	-1.83	pronger	7	2	1.87	not-in-dict,inflected
2388	-1.84	perking	7	2	1.86	not-in-dict,inflected
2389	-1.84	propounded	10	3	2.16	not-in-dict,inflected
2390	-1.84	pyres	5	2	1.86	not-in-dict,inflected
2391	-1.85	peelers	7	2	1.85	not-in-dict,inflected
2392	-1.85	plateaued	9	2	2.15	not-in-dict,inflected
2393	-1.85	preparers	9	3	2.15	not-in-dict,inflected
2394	-1.85	pries	5	1	1.85	not-in-dict,inflected
2395	-1.86	parceled	8	2	1.84	not-in-dict,inflected
2396	-1.86	prosecutes	10	3	2.14	not-in-dict,inflected
2397	-1.87	plutocrats	10	3	2.13	not-in-dict,inflected
2398	-1.88	petras	6	2	1.82	not-in-dict,inflected
2399	-1.89	perspiring	10	3	2.11	not-in-dict,inflected
2400	-1.89	promenades	10	3	2.11	not-in-dict,inflected
2401	-1.89	pussycats	9	3	2.11	not-in-dict,inflected
2402	-1.9	pitons	6	2	1.8	not-in-dict,inflected
2403	-1.9	propper	7	2	1.8	not-in-dict,inflected
2404	-1.92	pathans	7	2	1.78	not-in-dict,inflected
2405	-1.93	perrins	7	2	1.77	not-in-dict,inflected
2406	-1.93	polkas	6	2	1.77	not-in-dict,inflected
2407	-1.94	parlays	7	2	1.76	not-in-dict,inflected
2408	-1.94	prefabs	7	2	1.76	not-in-dict,inflected
2409	-1.95	positrons	9	3	2.05	not-in-dict,inflected
2410	-1.95	puking	6	2	2.85	vulgar,inflected
2411	-1.96	plaiting	8	2	1.74	not-in-dict,inflected
2412	-1.96	privations	10	3	2.04	not-in-dict,inflected
2413	-1.97	pleasants	9	2	2.03	not-in-dict,inflected
2414	-1.97	preempts	8	2	1.73	not-in-dict,inflected
2415	-1.98	picassos	8	3	1.72	not-in-dict,inflected
2416	-1.98	pontes	6	2	1.72	not-in-dict,inflected
2417	-1.98	prescriber	10	3	2.02	not-in-dict,inflected
2418	-1.99	pancaked	8	2	1.71	not-in-dict,inflected
2419	-1.99	perseveres	10	3	2.01	not-in-dict,inflected
2420	-2.0	peller	6	2	1.7	not-in-dict,inflected
2421	-2.0	piker	5	2	1.7	not-in-dict,inflected
2422	-2.0	politis	7	3	1.7	not-in-dict,inflected
2423	-2.0	protropin	9	3	0.0	proper-noun
2424	-2.0	provosts	8	2	1.7	not-in-dict,inflected
2425	-2.01	poopers	7	2	1.69	not-in-dict,inflected
2426	-2.02	parfaits	8	2	1.68	not-in-dict,inflected
2427	-2.02	pelleted	8	3	1.68	not-in-dict,inflected
2428	-2.02	phares	6	1	1.68	not-in-dict,inflected
2429	-2.03	poseurs	7	2	1.67	not-in-dict,inflected
2430	-2.03	prances	7	2	1.67	not-in-dict,inflected
2431	-2.04	paeans	6	2	1.66	not-in-dict,inflected
2432	-2.04	playhouses	10	3	1.96	not-in-dict,inflected
2433	-2.04	provisos	8	3	1.66	not-in-dict,inflected
2434	-2.05	pates	5	1	1.65	not-in-dict,inflected
2435	-2.05	pelzer	6	2	1.65	not-in-dict,inflected
2436	-2.05	pergolas	8	3	1.65	not-in-dict,inflected
2437	-2.06	preservers	10	3	1.94	not-in-dict,inflected
2438	-2.07	pesters	7	2	1.63	not-in-dict,inflected
2439	-2.07	plowshares	10	2	1.93	not-in-dict,inflected
2440	-2.07	polecats	8	2	1.63	not-in-dict,inflected
2441	-2.07	poohed	6	1	1.63	not-in-dict,inflected
2442	-2.07	priester	8	2	1.63	not-in-dict,inflected
2443	-2.08	paybacks	8	2	1.62	not-in-dict,inflected
2444	-2.08	prattling	9	2	1.92	not-in-dict,inflected
2445	-2.08	puttering	9	3	1.92	not-in-dict,inflected
2446	-2.09	pirouettes	10	3	1.91	not-in-dict,inflected
2447	-2.09	plucker	7	2	1.61	not-in-dict,inflected
2448	-2.1	paulos	6	2	1.6	not-in-dict,inflected
2449	-2.1	petering	8	3	1.6	not-in-dict,inflected
2450	-2.1	plinking	8	2	1.6	not-in-dict,inflected
2451	-2.1	plunking	8	2	1.6	not-in-dict,inflected
2452	-2.1	preened	7	1	1.6	not-in-dict,inflected
2453	-2.1	primroses	9	3	1.9	not-in-dict,inflected
2454	-2.13	phillipps	9	2	1.87	not-in-dict,inflected
2455	-2.14	powwows	7	2	1.56	not-in-dict,inflected
2456	-2.16	pantsuits	9	2	1.84	not-in-dict,inflected
2457	-2.16	porcher	7	2	1.54	not-in-dict,inflected
2458	-2.16	puentes	7	2	1.54	not-in-dict,inflected
2459	-2.16	pyles	5	1	1.54	not-in-dict,inflected
2460	-2.17	perplexes	9	3	1.83	not-in-dict,inflected
2461	-2.17	prus	4	1	1.53	not-in-dict,inflected
2462	-2.18	phagocytes	10	3	1.82	not-in-dict,inflected
2463	-2.18	porkers	7	2	1.52	not-in-dict,inflected
2464	-2.19	powdering	9	3	1.81	not-in-dict,inflected
2465	-2.2	packett	7	2	0.0	not-in-dict
2466	-2.2	pactel	6	2	0.0	not-in-dict
2467	-2.2	pacyna	6	3	0.0	not-in-dict
2468	-2.2	padgitt	7	2	0.0	not-in-dict
2469	-2.2	padrick	7	2	0.0	not-in-dict
2470	-2.2	padro	5	2	0.0	not-in-dict
2471	-2.2	pafford	7	2	0.0	not-in-dict
2472	-2.2	pagette	7	2	0.0	not-in-dict
2473	-2.2	pagey	5	2	0.0	not-in-dict
2474	-2.2	pagezy	6	3	0.0	not-in-dict
2475	-2.2	pagni	5	2	0.0	not-in-dict
2476	-2.2	pagnotta	8	3	0.0	not-in-dict
2477	-2.2	pahnos	6	2	0.0	not-in-dict
2478	-2.2	paighton	8	2	0.0	not-in-dict
2479	-2.2	pajole	6	2	0.0	not-in-dict
2480	-2.2	pajoli	6	3	0.0	not-in-dict
2481	-2.2	pakulski	8	3	0.0	not-in-dict
2482	-2.2	palansky	8	3	0.0	not-in-dict
2483	-2.2	palauans	8	3	0.0	not-in-dict
2484	-2.2	palca	5	2	0.0	not-in-dict
2485	-2.2	paldon	6	2	0.0	not-in-dict
2486	-2.2	palecek	7	3	0.0	not-in-dict
2487	-2.2	palinkas	8	3	0.0	not-in-dict
2488	-2.2	palkar	6	2	0.0	not-in-dict
2489	-2.2	palkovic	8	3	0.0	not-in-dict
2490	-2.2	pallante	8	3	0.0	not-in-dict
2491	-2.2	palmiter	8	3	0.0	not-in-dict
2492	-2.2	palombi	7	3	0.0	not-in-dict
2493	-2.2	palone	6	2	0.0	not-in-dict
2494	-2.2	palton	6	2	0.0	not-in-dict
2495	-2.2	paluck	6	2	0.0	not-in-dict
2496	-2.2	paluzzi	7	3	0.0	not-in-dict
2497	-2.2	pamacho	7	3	0.0	not-in-dict
2498	-2.2	pamour	6	2	0.0	not-in-dict
2499	-2.2	pampel	6	2	0.0	not-in-dict
2500	-2.2	pamperin	8	3	0.0	not-in-dict
2501	-2.2	panaco	6	3	0.0	not-in-dict
2502	-2.2	panagos	7	3	0.0	not-in-dict
2503	-2.2	pancer	6	2	0.0	not-in-dict
2504	-2.2	panciera	8	3	0.0	not-in-dict
2505	-2.2	pandick	7	2	0.0	not-in-dict
2506	-2.2	panelize	8	3	0.0	not-in-dict
2507	-2.2	panfida	7	3	0.0	not-in-dict
2508	-2.2	panfile	7	2	0.0	not-in-dict
2509	-2.2	pangallo	8	3	0.0	not-in-dict
2510	-2.2	pangels	7	2	0.0	not-in-dict
2511	-2.2	paniccia	8	3	0.0	not-in-dict
2512	-2.2	pankau	6	2	0.0	not-in-dict
2513	-2.2	pankki	6	2	0.0	not-in-dict
2514	-2.2	pankonin	8	3	0.0	not-in-dict
2515	-2.2	pannill	7	2	0.0	not-in-dict
2516	-2.2	pannullo	8	3	0.0	not-in-dict
2517	-2.2	panozzo	7	3	0.0	not-in-dict
2518	-2.2	panphila	8	3	0.0	not-in-dict
2519	-2.2	pantel	6	2	0.0	not-in-dict
2520	-2.2	pantuso	7	3	0.0	not-in-dict
2521	-2.2	panzica	7	3	0.0	not-in-dict
2522	-2.2	papay	5	2	0.0	not-in-dict
2523	-2.2	papesh	6	2	0.0	not-in-dict
2524	-2.2	papson	6	2	0.0	not-in-dict
2525	-2.2	paque	5	1	0.0	not-in-dict
2526	-2.2	paradee	7	3	0.0	not-in-dict
2527	-2.2	paradyne	8	3	0.0	not-in-dict
2528	-2.2	paramax	7	3	0.0	not-in-dict
2529	-2.2	parde	5	1	0.0	not-in-dict
2530	-2.2	parden	6	2	0.0	not-in-dict
2531	-2.2	pardini	7	3	0.0	not-in-dict
2532	-2.2	paredez	7	3	0.0	not-in-dict
2533	-2.2	paredis	7	3	0.0	not-in-dict
2534	-2.2	paredo	6	3	0.0	not-in-dict
2535	-2.2	parella	7	3	0.0	not-in-dict
2536	-2.2	pareti	6	3	0.0	not-in-dict
2537	-2.2	paretti	7	3	0.0	not-in-dict
2538	-2.2	pargesa	7	3	0.0	not-in-dict
2539	-2.2	pariseau	8	3	0.0	not-in-dict
2540	-2.2	parizek	7	3	0.0	not-in-dict
2541	-2.2	parizo	6	3	0.0	not-in-dict
2542	-2.2	parkison	8	3	0.0	not-in-dict
2543	-2.2	parlette	8	2	0.0	not-in-dict
2544	-2.2	parlodel	8	3	0.0	not-in-dict
2545	-2.2	parmeter	8	3	0.0	not-in-dict
2546	-2.2	parnella	8	3	0.0	not-in-dict
2547	-2.2	parness	7	2	0.0	not-in-dict
2548	-2.2	parpart	7	2	0.0	not-in-dict
2549	-2.2	parrent	7	2	0.0	not-in-dict
2550	-2.2	parretti	8	3	0.0	not-in-dict
2551	-2.2	parrill	7	2	0.0	not-in-dict
2552	-2.2	parriott	8	3	0.0	not-in-dict
2553	-2.2	parrotta	8	3	0.0	not-in-dict
2554	-2.2	parrow	6	2	0.0	not-in-dict
2555	-2.2	parsefal	8	3	0.0	not-in-dict
2556	-2.2	parshley	8	2	0.0	not-in-dict
2557	-2.2	parsky	6	2	0.0	not-in-dict
2558	-2.2	parsow	6	2	0.0	not-in-dict
2559	-2.2	parten	6	2	0.0	not-in-dict
2560	-2.2	partney	7	2	0.0	not-in-dict
2561	-2.2	partyka	7	3	0.0	not-in-dict
2562	-2.2	parzych	7	2	0.0	not-in-dict
2563	-2.2	pascutto	8	3	0.0	not-in-dict
2564	-2.2	pascuzzi	8	3	0.0	not-in-dict
2565	-2.2	pasillas	8	3	0.0	not-in-dict
2566	-2.2	paskey	6	2	0.0	not-in-dict
2567	-2.2	pasman	6	2	0.0	not-in-dict
2568	-2.2	passante	8	3	0.0	not-in-dict
2569	-2.2	passino	7	3	0.0	not-in-dict
2570	-2.2	pastula	7	3	0.0	not-in-dict
2571	-2.2	paszek	6	2	0.0	not-in-dict
2572	-2.2	patak	5	2	0.0	not-in-dict
2573	-2.2	patane	6	2	0.0	not-in-dict
2574	-2.2	patasse	7	2	0.0	not-in-dict
2575	-2.2	patese	6	2	0.0	not-in-dict
2576	-2.2	patlan	6	2	0.0	not-in-dict
2577	-2.2	patlex	6	2	0.0	not-in-dict
2578	-2.2	patnaude	8	3	0.0	not-in-dict
2579	-2.2	patnode	7	2	0.0	not-in-dict
2580	-2.2	patricof	8	3	0.0	not-in-dict
2581	-2.2	pattin	6	2	0.0	not-in-dict
2582	-2.2	pattiz	6	2	0.0	not-in-dict
2583	-2.2	patuxet	7	3	0.0	not-in-dict
2584	-2.2	patzke	6	2	0.0	not-in-dict
2585	-2.2	paulhus	7	2	0.0	not-in-dict
2586	-2.2	paulick	7	2	0.0	not-in-dict
2587	-2.2	paulik	6	2	0.0	not-in-dict
2588	-2.2	paulita	7	3	0.0	not-in-dict
2589	-2.2	paustian	8	2	0.0	not-in-dict
2590	-2.2	pautler	7	2	0.0	not-in-dict
2591	-2.2	pautsch	7	1	0.0	not-in-dict
2592	-2.2	pautz	5	1	0.0	not-in-dict
2593	-2.2	pavek	5	2	0.0	not-in-dict
2594	-2.2	pavelic	7	2	0.0	not-in-dict
2595	-2.2	pavelko	7	3	0.0	not-in-dict
2596	-2.2	pavlak	6	2	0.0	not-in-dict
2597	-2.2	pavlic	6	2	0.0	not-in-dict
2598	-2.2	pavlica	7	3	0.0	not-in-dict
2599	-2.2	pavlicek	8	3	0.0	not-in-dict
2600	-2.2	pavlick	7	2	0.0	not-in-dict
2601	-2.2	pavlis	6	2	0.0	not-in-dict
2602	-2.2	pavlock	7	2	0.0	not-in-dict
2603	-2.2	pawelek	7	3	0.0	not-in-dict
